,Gender,Minor,Ethnic,Orientation,mother_edu,father_edu,Year,International,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion,academic,stress,GPACateg,Sleep,Missing_classes,Homework,Exercise,Office_hours
51,Male,0,Others,Heterosexual,Four-year College,High school or less,Senior,0,0,1,0,1,2.89,4.59,20,7,3,3,4,4,1,4,2,3,2,4,4,2,4,4,5,3,4,3,2,1,4,4,4,2,4,4,3,2,4,"I have succeeded this far at UCLA due to good friends that keep me on track to finish this journey off. My family would be a big factor as I am doing this not only for myself but for them as well. Phone calls with my family help remind me that I am here for a reason, which is to graduate and help my family out financially in any and every possible way. ","I would say my bad habits and tendencies inhibited my success at UCLA academically and socially. Procrastination is what I am referring to, we all suffer from it at times but lately it has gotten out of hand. My lack of motivation somedays impedes whether I go to class or not and would then continue the rest of the day. Moreover, the workload that UCLA courses in this major throw at you in such a rapid pace requires a lot of time and energy. In my situation, I have to work through college to afford to come here so after a shift at work, I come home and am already tired from physical labor and a days worth of classes. It's not easy to gather the strength to hit the books right away. ",Average Value,21.9,58.3,41.7,68.8,75,42.5,71.4285714285714,low,3,3,4,4,2
52,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,1,1,0,0,1,3.25,3.88,9,5,4,2,3,1,2,3,2,4,3,1,1,2,4,4,4,1,4,3,3,4,3,4,3,3,4,5,3,2,3,CAPS is a nice resource for mental support for student. ,"The quarter system is pretty tense at UCLA. It allows me less time to take breaks and have fun during the quarter or even weekends. I have to put a decent amount of time to study to catch up with school, and it did give me a hard time to have a study life balance. Sometimes, even if I need a mental recovery from school, but the work will accumulate often times, so I have to avoid it. ",Low Value,37.5,16.7,52.8,50,58.3,55,46.4285714285714,low,4,2,3,2,2
53,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,1,0,0,1,3.7,4,13,4,5,2,5,4,3,3,3,3,4,2,4,1,4,4,4,1,2,5,5,5,1,3,4,4,4,5,5,5,5,"Teamwork, make friends, choose right professors, do hw everyday","language, pressures from classes, break up",Average Value,65.6,58.3,80.6,25,41.7,90,67.8571428571429,high,4,2,4,4,3
54,Male,0,Latino/Hispanic,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Fifth Year,0,0,1,0,1,3.55,4,7,10,1,2,5,1,1,3,2,1,1,2,2,1,2,2,5,2,4,2,2,1,2,2,2,4,5,5,4,4,5,My parents have been a great resource for me. They always have my back and encourage me choosing happiness and mental health over all else.,"I felt like I picked a STEM major even though I dont enjoy it a whole lot because my entire life I was encouraged by teachers, family, etc to go in that field. Like society said that was what smart and successful are. Now getting through it feels extremely tiring. ",High Value,37.5,16.7,75,68.8,25,60,32.1428571428571,low,2,2,4,2,2
55,Female,0,Latino/Hispanic,Heterosexual,High school or less,High school or less,Senior,0,0,1,1,0,2.3,3.7,2,5,3,3,5,2,2,5,4,3,4,5,4,2,4,4,5,1,3,4,4,3,4,3,3,4,4,5,4,3,5,"What helped me succeed academically was the writing center and office hours. Socially, my friends that I made in the dorms.",Something that inhibited my success at UCLA was the work load that did not let me go out and socialize. Also I was unaware of the resources available on campus or the events taking place on campus because I did not receive any notifications regarding that. ,Average Value,46.9,83.3,66.7,43.8,58.3,75,78.5714285714286,low,3,3,4,2,2
56,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,1,0,0,0,1,3.93,4.3,10,10,5,1,5,4,4,5,5,5,1,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,Friends and family's help,sometimes people assign incorrect stereotypes to me,Low Value,NA,33.3,NA,NA,75,77.5,42.8571428571429,high,4,2,4,4,4
57,Female,1,Asian,Heterosexual,High school or less,High school or less,Senior,0,0,1,1,1,3.3,4.18,10,10,1,3,5,4,2,5,1,3,5,5,5,3,3,3,5,3,5,3,2,1,3,4,4,3,3,5,3,3,3,I think it would have been better if our professors helped those who come from poorer backgrounds. I had a hard time doing lower division courses because many classes had terrible curves and I was competing against students who had seen the materials beforehand. I was learning everything for the first time.  ,I think meeting friends and working with them helped me a lot. I would learn so much through peer learning.,Average Value,28.1,100,38.9,75,66.7,42.5,82.1428571428571,low,2,3,4,4,2
58,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Senior,1,0,0,0,1,3.7,3.9,10,3,3,3,5,2,2,4,2,1,1,1,1,1,1,4,4,3,3,5,3,4,4,3,2,4,3,4,2,4,3,"Sex, Family help","Language, Policy to international students ",Average Value,59.4,0,55.6,43.8,50,60,25,high,3,3,4,2,2
59,Male,0,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,1,1,0,1,3.5,3.9,25,50,4,1,4,4,2,4,2,1,2,3,5,1,4,4,5,4,5,5,4,1,1,2,2,4,5,5,5,4,5,"Transfer community (some supportive community) that integrates all people, but with a common interest",Competition and curves at UCLA and preferences in teaching styles at ucla,High Value,40.6,58.3,72.2,68.8,16.7,75,64.2857142857143,low,4,2,4,4,2
60,Female,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,0,0,1,3.7,4.3,20,10,4,4,5,3,2,5,5,1,2,2,2,3,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,Friends and family,Time to extracurriculars ,NA,71.9,25,44.4,62.5,100,97.5,53.5714285714286,high,4,4,4,3,2
61,Male,0,Asian,Heterosexual,Two-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.46,3.8,10,7,2,3,5,2,3,5,5,3,3,1,2,2,2,2,4,3,2,4,4,3,3,3,4,3,3,5,5,3,4,UCLA has many strong professors that care about students. ,UCLA has varieties of interesting and useful classes that can be taken by non-major students. ,Average Value,65.6,25,61.1,43.8,58.3,72.5,39.2857142857143,low,2,3,4,2,3
62,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,1,1,0,1,1,3.58,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,clubs,language and culture,Low Value,50,50,50,50,50,50,50,low,3,3,3,3,3
63,Female,1,Asian,Heterosexual,High school or less,High school or less,Senior,0,1,0,1,1,3,3.8,5,1,3,2,4,3,2,4,4,2,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,2,4,4,2,3,3,NA,"1. Advisors(stats dept) are not familiar with staff that they should have been familiar with. 

2. They(stats dept) do not care about students enough, especially for those who are not stats major students. 

I had a horrible experience with stats advisors and they delayed my academic progress on stats minor for 2 quarters with both advisors' discrepancy and non-consistency with stats prerequisites classes. I heard many students had same experience of mine in terms of dealing their issues and questions in double or minor major with stats with advisors in stats dept. I even heard the manager of classes(I am not quite sure his title) said "" You'd better declare stats major ASAP, I don't want to see you again"" to a student which I think was pretty rude and discouraging. These words should not come from an educator or even a staff from a university. 

3. Maybe because UCLA has too many students that the class schedule is hard to accommodate all students. 

My sister is also a math and stats student graduating from UC Berkeley. Compared to her experience in UCB, I feel like UCB's registration system is more advanced than ours and UCB provides more flexibility to students to choose classes with their flexible prerequisite class requirement and cross-department classes enrollment. As long as you think you could handle it and the professor is willing to add you into the class, it's no problem to attend higher sequence classes regardless the prerequisite requirement or if it is cross-department/cross-major class which makes students have as many as possibilities to explore and succeed in their college life. 
I don't think UCLA cares about this, the staff just cares about killing the line outside their office and wants you to leave the office with no concern of whether your problem has been solved. 
To further illustrate, I would like to put my case as an example here, I took a stats10 in my community college which UCLA stats dept did not recognize it as equivalent to stats10 here and advisor A here insisted that I have to retake stat10 before taking stat20(where advisor B just manually enrolled my friend who had same situation as mine to a stat20 class, I knew this after the enrolling deadline, if not, I could have just gone to advisor B to have me added to stat20), but when I retook a stat10 here in UCLA, the registrar counted as a repetitive class so gave me zero credits of it. 
The problem exists for years without fixing and the consequence falls on students themselves including me. Because of this, I could not enroll into stat20 in 2018 fall which I should have been able to. In the later winter quarter I found out my stat10 enrollment had no credits so I dropped it with no stat20 provided in that quarter. Even then I went to stats dept, the advisor still did not care and asked me to come back next quarter when stat20 is available. In spring, I went back and the manager of classes did not solve the problem and asked me to consult with registrar why the registrar did not give credits for my stat10 here.  The staff in registrar thought it was wired that they could not do anything to a junior(at that time I was a junior) a repetitive class credits and for stats dept it was an small issue that they could just manually got around this issue and add me to stat20.  
Rather than a call to figure out this problem or even have a meeting to seriously discuss about this issue that many transfer students might have, they just let me went back and forth from the stats dept and Murphy Hall with both parties throwing their ball to the other. This was a very long story and here is just a small piece of it. After this, I felt exhausted and frustrated and do not want to make any contact with any admin staff here in UCLA. 
I have told this story to my sister who had same situation as mine that in her junior year she also needed to work with their stats dept on classes enrollment and double major declaration stuff, she never encountered any unhappiness with their dept over there in UCB and she thought it was unbelievable that our system was so rigid and inflexible because the only way for me to enroll stat20 is to 'beg' the stats dept staff to add me in as our system prevented me from enrolling higher sequence of classes which in UCB system, they won't prevent you from enrolling classes unless you acknowledge that you have full responsibility for your own academic progress and path. At that point, I was so regretful not choosing UCB over UCLA in 2018 as I got both admissions.",Average Value,46.9,66.7,33.3,56.3,75,55,71.4285714285714,low,3,2,4,3,2
64,Male,1,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.78,4,20,3,2,3,5,4,2,2,5,5,3,2,1,3,2,2,2,2,2,4,4,5,2,2,4,4,5,5,5,5,5,The motivation to do well when all of my friends are very hard working and energetic about studying and pursuing career life.,The gap between race and nationalities ,Low Value,84.4,25,72.2,25,41.7,92.5,32.1428571428571,high,2,3,4,4,2
65,Female,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.7,4.3,20,10,4,4,4,3,4,4,4,1,3,2,4,2,3,2,2,3,4,4,4,5,1,4,3,4,4,5,5,5,5,I think joining the Student Alumni Association and meeting other students who were so supportive of me and from such diverse backgrounds helped me succeed socially and emotionally at UCLA. I think my strong family support and coming from the Silicon Valley and pursuing a STEM major helped me succeed academically at UCLA. ,NA,High Value,78.1,NA,66.7,43.8,41.7,87.5,42.8571428571429,high,4,4,4,3,4
66,Female,1,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,0,0,0,1,3.6,3.8,15,8,3,2,4,3,3,3,4,3,3,3,4,2,2,2,2,2,2,4,4,4,2,2,3,4,4,4,4,4,4,"I believe the comprehensive resources system in UCLA has helped me in all aspects, as there are always places or faculty that I can seek assistance to, including medical care at Ashe, academic interests at different clubs, and access to professors' offices on office hours.","There are sometimes too many people in UCLA and it can get really competitive in terms of enrolling in classes I wish to take, or form a bonded community within groups",Low Value,75,58.3,72.2,25,33.3,75,42.8571428571429,high,3,2,4,3,3
67,Female,0,Asian,Heterosexual,High school or less,High school or less,Junior,1,1,0,1,1,3.6,3.84,2,5,3,1,4,2,4,4,2,1,2,1,5,3,5,4,5,1,1,4,4,3,5,5,5,3,5,5,4,2,5,NA,NA,High Value,34.4,41.7,52.8,31.3,100,67.5,71.4285714285714,high,3,2,4,2,4
68,Female,0,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Freshman,0,0,1,0,1,3.6,3.87,10,75,4,1,5,3,3,5,5,1,1,1,4,1,4,4,4,2,4,4,2,4,1,5,1,5,5,5,5,4,5,"Being in a sorority has definitely helped me in all ways. Having a close community of academically driven women has allowed me to believe I can balance my social and academic needs. Also, my roommates have been very supportive and easy to talk to about any college worries.","The campus is very spread out and populated. I need to leave ~30 minutes to get to each class, 15 minutes to get to the library, and 15 minutes just to get food from a grab and go. All of this definitely adds up and causes me to lose a tremendous amount of time.",NA,53.1,25,77.8,50,33.3,85,42.8571428571429,high,4,2,4,3,3
69,Female,0,Asian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.3,3.95,10,5,3,2,5,3,3,1,1,1,3,4,4,4,3,3,2,3,1,4,3,3,4,4,3,2,2,1,2,2,2,"My RAs, the organizations that I became a part of, and the resources that UCLA put me in touch with to help take care of my own mental health and wellbeing (like CAPS). When I was going through a bad breakup in the middle of the year all of these helped me through the depression and anxiety that I went through as a result. ","I guess I would say impostor syndrome,  as a lot of the time I feel like everyone at UCLA is better than me no matter what I do. It has taken me a lot of self-discipline and self-love to find my own content in the things that I do and not always be competing with others. ",Low Value,46.9,66.7,38.9,25,66.7,30,53.5714285714286,low,3,2,4,3,3
70,Female,1,Asian,Heterosexual,Four-year College,Two-year College,Junior,0,0,1,0,1,3.3,4,40,5,3,2,5,2,2,3,4,1,2,2,4,2,4,2,5,4,2,2,3,2,3,1,3,3,4,5,4,3,3,NA,NA,Average Value,40.6,41.7,61.1,68.8,33.3,57.5,53.5714285714286,low,3,2,4,2,2
71,Male,1,Others,Heterosexual,Graduate or Professional Degree,Four-year College,Sophomore,0,0,1,0,1,3.89,4.5417,4,6,3,3,5,2,3,5,5,2,2,2,3,4,4,4,4,3,3,3,4,4,3,3,3,3,2,4,3,4,3,"Time management, lack of distractions",Pressure of high achieving peers,Average Value,56.3,33.3,47.2,56.3,50,62.5,53.5714285714286,high,3,3,4,2,3
